"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5A6CC4AD","journalArticle","","","Assuring the USAF Core Missions in the Information Age","","","","","","","","2024-02-24 19:49:55","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/DADHUK4V/Assuring the USAF Core Missions in the Information.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62FC3J4Y","journalArticle","","Rainey, James C","Clearing the Air: Airpower Theory and Contemporary Airpower","","","","","","","","2024-02-24 19:49:57","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/CZKEVK7L/Rainey - Clearing the Air Airpower Theory and Contemporary.pdf","","ACSC Material; required; 0 AGREE / LIKE; 4class - Air & Space Operations; airpower; airpower - theory; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHRU6W6N","book","2002","Smith, M. V.","Ten Propositions Regarding Space Power","","978-1-58566-113-8","","","","Schools of thought on American spacepower -- The ten propositions -- A spacepower theory","2002","2024-02-24 19:50:03","2024-03-15 22:17:25","","","","","","","","","","","","","Air University Press","Maxwell Air Force Base, Ala.","en","","","","","Open WorldCat","","OCLC: 51459007","","/Users/jonathan/Zotero/storage/HQDI2B5R/Smith - 2002 - Ten propositions regarding spacepower.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRQ7Q77Q","document","2016","","AFDP 3-0, Operations and Planning","","","","","","","2016","2024-02-24 20:38:59","2024-03-15 22:17:25","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/RPYZ63KQ/AFDP 3-0, Operations and Planning (2016) p13-15.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F7B34MC","webpage","2019","","More than Planes and Pickle Buttons: Updating the Air Force’s Core Missions for the 21st Century","War on the Rocks","","","","https://warontherocks.com/2019/03/more-than-planes-and-pickle-buttons-updating-the-air-forces-core-missions-for-the-21st-century/","Every marine a rifleman, every airman a red-headed stepchild — that is, except for the few, the proud, the fighter pilots? Today’s Air Force, as Mike","2019-03-28","2024-02-24 21:04:25","2024-03-15 22:17:25","2024-02-24 21:04:25","","","","","","","More than Planes and Pickle Buttons","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/UQYWV3KK/more-than-planes-and-pickle-buttons-updating-the-air-forces-core-missions-for-the-21st-century.html; /Users/jonathan/Zotero/storage/RBLHSU8K/Venable - More than Planes and Pickle Buttons Updating the .pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2F5FCAK","journalArticle","2014","Eliason, William T.","Joint Force Quarterly, An Interview with Mark A. Welsh III (2014) p8-14.pdf","Joint Force Quarterly","","","","","","2014","2024-02-24 21:06:34","2024-03-15 22:17:25","","","","3rd Qtr","74","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/A8CWUBG5/Joint Force Quarterly, An Interview with Mark A. Welsh III (2014) p8-14.pdf","","ACSC Material; supplemental; 4class - Air & Space Operations; airpower; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTN27B34","bookSection","2013","Warner, Geoffrey","Geopolitics and the Cold War","The Oxford Handbook of the Cold War","978-0-19-923696-1 978-0-19-175032-8","","10.1093/oxfordhb/9780199236961.013.0005","https://academic.oup.com/edited-volume/34525/chapter/292911395","Abstract             This chapter examines the geopolitical aspect of the Cold War. It discusses the origin of the term “geopolitics,” and investigates how and why relations between the United States and the Soviet Union deteriorated so rapidly after the World War 2. The chapter highlights the incompatibilities between the ideologies of the two superpowers, and explains that communism and free-market capitalism are polar opposites. It also argues against the claims about the extent to which the Cold War was based on ideological as opposed to geopolitical factors that persisted throughout the conflict.","2013-01-28","2024-02-26 21:15:20","2024-02-26 21:16:16","2024-02-26 21:15:20","67-85","","","","","","","","","","","Oxford University Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/WHLHYP3W/Warner - 2013 - Geopolitics and the Cold War.pdf","","Great Power Competition; NS3005; 11class; Cold War","","Immerman, Richard H.; Goedde, Petra","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCJYUF82","bookSection","2013","Zubok, Vladislav","Cold War Strategies/Power and Culture—East: Sources of Soviet Conduct Reconsidered","The Oxford Handbook of the Cold War","978-0-19-923696-1 978-0-19-175032-8","","10.1093/oxfordhb/9780199236961.013.0018","https://academic.oup.com/edited-volume/34525/chapter/292920414","War consensus began to crumble when the key tenets of the revolutionary-imperial para­ digm became suspect in the 1960s and 1970s. These tenets held that the West was deter­ mined to destroy the Soviet Union and its “socialist empire” by force.","2013-01-28","2024-02-26 21:16:57","2024-02-26 21:17:41","2024-02-26 21:16:57","305-322","","","","","","Cold War Strategies/Power and Culture—East","","","","","Oxford University Press","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/3RTV3SK4/Zubok - 2013 - Cold War StrategiesPower and Culture—East Source.pdf","","Great Power Competition; NS3005; 11class; Cold War","","Immerman, Richard H.; Goedde, Petra","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXL74E5N","journalArticle","2020","O’Shaughnessy, Terrence J","Decision Superiority Through Joint All-Domain Command and Control","","","","","","","2020","2024-02-27 04:26:14","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/2DTRLUGC/O’Shaughnessy - 2020 - Decision Superiority Through Joint All-Domain Comm.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQCJCTH7","journalArticle","2021","","Fighting as Intended: The Case for Austere Communications","","","","","","","2021","2024-02-27 04:28:35","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/62ZPFPCX/2021 - Fighting as Intended The Case for Austere Communi.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCXCARKJ","journalArticle","2010","Leonhard, Robert R; Buchanan, Thomas H; Hillman, James L; Nolen, John M; Galpin, Timothy J","A Concept for Command and Control","JOHNS HOPKINS APL TECHNICAL DIGEST","","","","","","2010","2024-02-27 04:30:35","2024-03-15 22:17:25","","","","2","29","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/S7AMANHU/Leonhard et al. - 2010 - A Concept for Command and Control.pdf","","ACSC Material; supplemental; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3USEIQ7","document","","","JP 3-14, Space Operations (2020) pII-9 to II-11.pdf","","","","","","","","2024-02-27 04:39:33","2024-03-15 22:17:25","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/Q4CTWKFJ/JP 3-14, Space Operations (2020) pII-9 to II-11.pdf","","ACSC Material; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZWY27PP","journalArticle","","Chapman, Capt Matthew B","Joint Mission Control: From Component to Joint Leadership of All-Domain Missions","","","","","","","","2024-02-27 04:40:59","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/ML7Y85NU/Chapman - Joint Mission Control From Component to Joint Lea.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT3MW8VN","journalArticle","","Tom, Maj","Coming to a Theater Near You","","","","","","","","2024-02-27 04:41:43","2024-05-23 18:58:22","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/5F8N26IG/Tom - Coming to a Theater Near You.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S; 0 USED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VBRZ49W","journalArticle","","","AFDP 3-30: Command and Control","","","","","","","","2024-02-27 04:43:53","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/ZEJSMXEV/AFDP 3-30 Command and Control.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQTA9CXY","journalArticle","2019","Quintero, Matthew","Master and Commander in Joint Air Operations: Winning the Air War Through Mission Command","","","","","","","2019","2024-02-27 04:44:47","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/7VQVZ5J4/Quintero - 2019 - Master and Commander in Joint Air Operations Winn.pdf","","ACSC Material; required; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9BKPXT2","journalArticle","2014","","Reflections on Operation Unified Protector","","","","","","","2014","2024-02-27 04:45:54","2024-03-15 22:17:25","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/BXJPBKY2/2014 - Reflections on Operation Unified Protector.pdf","","ACSC Material; supplemental; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FUJMH6Q","conferencePaper","2015","Koch, Robert; Golling, Mario","Blackout and now? Network Centric Warfare in an anti-access area-denial theatre","2015 7th International Conference on Cyber Conflict: Architectures in Cyberspace","978-9949-9544-2-1 978-9949-9544-3-8","","10.1109/CYCON.2015.7158476","http://ieeexplore.ieee.org/document/7158476/","The advance of information and communication technology nowadays offers worldwide broadband communication with high data rates. Motivated by the benefits of real-time distributed information shared between units as well as different levels of command for the purpose of fast and reliable decision-making, numerous nations have been working hard over the past years to implement Network Centric Warfare (NCW). By that, information superiority can be gained and translated into command superiority and finally into force superiority. Being strongly dependent on fast and reliable communication, electrical power outages or disruptions of network nodes like SatCom systems respectively links can have a severe impact on information gathering and in turn on the decision making process and the capacity of forces to act. As a consequence, questions arise about the robustness of the NCW doctrine. The ability of power projection is strongly hampered by anti-access/area denial (A2/AD) capabilities. In order to successfully conduct military operations against technologically advanced opponents, forces must address A2/AD as an important element of today’s battle-field, comprehend the associated operational implications, and eliminate any imbalances between military objectives and the means by which to achieve them. Following these considerations, this paper - on a technical level - analyses capabilities and weaknesses of NCW with regard to modern theatres. Based on that, recommendations in order to strengthen the performance and reliability for the further development of NCW are given.","2015-05","2024-02-27 04:46:43","2024-03-15 22:17:25","2024-02-27 04:46:43","169-184","","","","","","Blackout and now?","","","","","IEEE","Tallinn, Estonia","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/UZL8F7E2/Koch and Golling - 2015 - Blackout and now Network Centric Warfare in an an.pdf","","ACSC Material; supplemental; 4class - Air & Space Operations; airpower; Command & Control; Mission Command; ACSC AIR-601S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 7th International Conference on Cyber Conflict: Architectures in Cyberspace (CyCon)","","","","","","","","","","","","","","",""
